,id,Post,toxic,severe_toxic,obscene,threat,insult,identity_hate,class,sum
4325,0b82810ef10b616a,hahahihihoho bishone allow mentaly insane wikipedia cause ante say hahahihihoho,1,0,0,0,0,0,toxic,1
4328,0b841fb68cf83e4d,sorry language bust bridge burn soul control sysop wannabee moeron remove people work wiki junk unbelievable compare sit night good page well reason right play wrong right,1,0,0,0,0,0,toxic,1
4332,0b85209e783f5df0,undo stupid mistake well thing repeat stop awb well favor stop edit wikipedia period,1,0,0,0,0,0,toxic,1
4375,0ba306800677221b,fake administrator fake administator hell bed,1,0,0,0,0,0,toxic,1
4401,0bb4bd8b3fe5d186,anonymous edit give rise vandalism manifesto pass wikians vandalism good vandalism come sheer desire cause harm vandal thing wiki frustration hatred incompetent editor skill degree expertise usually name multiple revert edit work vandalism good natural response lifer life edit edit year actual watch list proud jerk deserve page vandalize long effect vandalize page cop vandal life editor admin bureaucrat steward honest busy revert revert page vandalism good help drive nutcase grind nervous breakdown culture wikipedia sick vandal need cull herd support local vandal vandal god,1,0,0,0,0,0,toxic,1
4495,0bf53985609495d2,ban wikzilla trollish boob ban wikzilla trollish boob ban wikzilla trollish boob ban wikzilla trollish boob ban wikzilla trollish boob ban wikzilla trollish boob ban wikzilla trollish boob ban wikzilla trollish boob,1,0,0,0,0,0,toxic,1
4517,0c03b7ea0a9cea22,hello come man ooooh block ahead new account like care edit wikipedia,1,0,0,0,0,0,toxic,1
4546,0c14bdda2fd5331b,hey dick cheese edit article vandalism add pertinent content like obligate offer sound explanation label vandalism appareny disagree content way vandalism cheer,1,0,0,0,0,0,toxic,1
4617,0c3dc9d63dbb5112,thank bid troublemaking vindictive vandal personal attack respond kind block wikipedia suck,1,0,0,0,0,0,toxic,1
4636,0c46d052cda47495,smarojit chakravarty know facebook profile sit son like sex wikipedia male administrator include smalljim enemy mridul sharma want find wear vidya balan clothe dance ola ola ola truth smarojit know want sex wikipedia male admin,1,0,0,0,0,0,toxic,1
4709,0c7a8e0dfa97c844,verify dick jane sexually mutilate page,1,0,0,0,0,0,toxic,1
4776,0caa8cca75dbfee9,sure picture give middle finger think jackoff ruin page actually fan lance cade tell send finger,1,0,0,0,0,0,toxic,1
4780,0caf1aad034cbe6a,well sleep eye open know way trouble come shitbag,1,0,0,0,0,0,toxic,1
4796,0cb4cf1534acbf6f,dad dumb snail kid,1,0,0,0,0,0,toxic,1
4817,0cc30fbb4a757ead,bale turn tell feel welsh english classify welsh anti welsh stance numbnut hope hunt welsh hate mob castrate force eat small testicle,1,0,0,0,0,0,toxic,1
4856,0cdb69cc7e129cf3,big dick licker planet earth,1,0,0,0,0,0,toxic,1
4860,0cddaa96b8717c76,sephiroth kingdom hearts gay dude tick kingdom hearts play gay guy sorry offend sephiroth suppose sound gay dude comment,1,0,0,0,0,0,toxic,1
4910,0cfef9f9854da18f,apparently clear time sine pompous flame diety come attention live standard otherword fucker live paterson new jersey use verizon internet service legion forgive expect apparently clear time sine pompous flame diety come attention live standard otherword fucker live paterson new jersey use verizon internet service legion forgive expect apparently clear time sine pompous flame diety come attention live standard otherword fucker live paterson new jersey use verizon internet service legion forgive expect apparently clear time sine pompous flame diety come attention live standard otherword fucker live paterson new jersey use verizon internet service legion forgive expect apparently clear time sine pompous flame diety come attention live standard otherword fucker live paterson new jersey use verizon internet service legion forgive expect apparently clear time sine pompous flame diety come attention live standard otherword fucker live paterson new jersey use verizon internet service legion forgive expect apparently clear time sine pompous flame diety come attention live standard otherword fucker live paterson new jersey use verizon internet service legion forgive expect apparently clear time sine pompous flame diety come attention live standard otherword fucker live paterson new jersey use verizon internet service legion forgive expect apparently clear time sine pompous flame diety come attention live standard otherword fucker live paterson new jersey use verizon internet service legion forgive,1,0,0,0,0,0,toxic,1
5020,0d4faf4c253248c5,insert,1,0,0,0,0,0,toxic,1
5025,0d538fe628ca0e23,foolish know right want confirmation visit official internazionale milano webpage news sign daft issue number inter,1,0,0,0,0,0,toxic,1
5078,0d7b679afe6b35f1,immature condescend grow reply read nonsense anymore guilty revert rule fix change editor type want look right article find list people way article remove user get consistent right remove stalk article find format remove hell bucket thank tip bitch lmao cus ignorant petty,1,0,0,0,0,0,toxic,1
5121,0d93cbb6f05d0d04,mention beer nearly top truly disgust beer list,1,0,0,0,0,0,toxic,1
5130,0d9ac8d7b6ec58ff,post provide proof hell july utc,1,0,0,0,0,0,toxic,1
5151,0da983f07dc0e926,yea talk page reason throw flair sternness template questionable interpretation come sonnet suggestion reference masturbation beauteous niggard dost thou abuse suggestion male sonnet procreation preserve beauty engage self pleasure love,1,0,0,0,0,0,toxic,1
5180,0dca3c7cf3c1b24c,great leave cant freak contribute freak block permission talk page,1,0,0,0,0,0,toxic,1
5197,0dd87f8936ced157,john delaney fanatic roman catholic people associate john delaney express extreme pro vatican view attack non catholic christian church online xenophobic racist manipulation historical article john delaney white supremacist xenophobic fanatic roman catholic,1,0,0,0,0,0,toxic,1
5204,0ddcf6891ce30906,sorry guy pratt attack need practise preach,1,0,0,0,0,0,toxic,1
5227,0dea035d2bc86a31,olyeller write name clear read lie justifiably call dick point falsehood answer person question evidence second annual event provide url stop lie dick,1,0,0,0,0,0,toxic,1
5336,0e350ee264744410,ridiculous thing hear let important point discuss article post discussion page think weird annoy uncalled rude delete discussion item happen time day,1,0,0,0,0,0,toxic,1
5378,0e553f852b31b7f8,stop fix crap edit authority action continue fuck,1,0,0,0,0,0,toxic,1
5389,0e5d1fe5ed575fd8,use wallpaper wait whatd read message forget absolute minaqrky run cloud fall grind cloud yeahp absolute ane utter nonsense,1,0,0,0,0,0,toxic,1
5403,0e663d55163a5cfb,page person come page pretend hate enemy play nice cuss tweedle cuss tweedle dee tweele dum disney character come page jason long hate idiot need understand pretend jason need stay hell page,1,0,0,0,0,0,toxic,1
5436,0e7dc8fd9c02ed36,kind sir try suck wiener mean mate try catch blowfish brain curry munch jimmy wales call flush today eat shit,1,0,0,0,0,0,toxic,1
5437,0e81191bcccaef70,nutcase liberal statement absurd,1,0,0,0,0,0,toxic,1
5446,0e85fab61b9805c1,dude act like protector wikipedia try warn polite know fact person add photo commit tax fraud appropriate enforcement capability income tax dept indian revenue service page defamatory goddamn fact directorate general income tax investigation fuck personal commentary irs people employee organisation post organisation understand important page instead help guide young wikipedia editor threaten grieve heart delete,1,0,0,0,0,0,toxic,1
5450,0e88aa059bd1d154,wow edit comment make look classic idiot fanatic right wooooooooooooooooooooooooooow youre good morale know morale barricade post ian heres link comment actually look think stand cencorship expect sheep wikipedia recently realize life wife kid serve master fanatically defend belief contrary despite overwhelm evidence bore life ian expect evidence expert thread stand long sheep suppose objective lexcon learn new everyday guess case mean life ment live denial ian forget cencor maen cencorship free inform ppl,1,0,0,0,0,0,toxic,1
5511,0eb012b6f2d8d7c8,request unblock begin write follow statement except postscript block suspect user auburnpilot block order prevent complain administrator misconduct direct request unblock user block request require censor write user act good faith good guy surreal user moral legitimacy belie action follow request unblock direct administrator user devious sort read want user read ban wikipedia stand censor vastly preferable fight long dark road self abnegation self censorship include use bad english want lackey graduate school wiki administrators notice board incidents user auburnpilot day ago user auburnpilot begin stalk check edit article question vandalize manipulate wikipedia rule cover clearly political censorship user auburnpilot stand wikipedia reader find factual material upset political applecart footnote tolerance claim source politically dislike spam blog pov favorite dodge wikipedia seek censor fail conform pov source previously publish classic magazine article unavailable web author see fit publish web site source long thorough exposé publish duke rape hoax note talk censor write article write article question crystal gail mangum michael nifong duke university lacrosse team scandal racial profile involve edit war aggressor initiate elective edit war give self assurance aggressor user auburnpilot exude reconsider position aggressor rule reason make formal complaint user auburnpilot tonight ante threaten ban surrender censorship find serve individual wikiquivalent cease desist order find censor provide index ban publication list official wikicensor january est begin complaint user auburnpilot fact succeed get crony user block get administrative support censor prevent respond thuggery use cutesy euphemistic language deception liar lawyer worthless encyclopedist unable mail user log log valid authenticate mail address preference send mail user cyber stalinism know let straight stalk censor editor equivalent smiley face user auburnpilot penchant say thank vandalize link civil complain abuse count spam disruption incivility personal attack verily message say temporarily block edit wikipedia result disruptive edit heck suppose mean restore footnote link user auburnpilot vandalize constitute disruptive edit utterly give honest english human decency sorry sympathy devil,1,0,0,0,0,0,toxic,1
5517,0eb6196d639ab385,blah blah blah loser,1,0,0,0,0,0,toxic,1
5521,0eb9899eaa7e69be,bitter utd fan stop remove arsenal victory cup ban team rubbish wikipedia fault utc,1,0,0,0,0,0,toxic,1
5542,0ecdcbe5ee2f8d0e,september utc hunk hit beautiful truck hit hit beautiful people hit know beautiful brake chain curse uglyness year pass hit think beautiful,1,0,0,0,0,0,toxic,1
5548,0ecff4c74454ce33,boob sweet sexy love squishy,1,0,0,0,0,0,toxic,1
5574,0ee6af4bfee68714,want describe bnp currently drop fascist rubbish,1,0,0,0,0,0,toxic,1
5576,0ee7b13ef1fe262e,threats refrain threat user revert directly wikipedia arbitration well follow ban ass jerk,1,0,0,0,0,0,toxic,1
5609,0efde00d4c2562be,curious transgender think objectiive immediate boss wikipedia,1,0,0,0,0,0,toxic,1
5625,0f0abf7229966058,sup thank anal sex yesterday love george homosexual lover,1,0,0,0,0,0,toxic,1
5690,0f3a2840f072f12f,shut read leave talk page pure garbage vandalize fix thing way reject reply fully,1,0,0,0,0,0,toxic,1
5705,0f43c323ef7754a2,tell want talk page second cartman clearly split personality disorder toy want edit summary people know remove stuff finally spare smile,1,0,0,0,0,0,toxic,1
